ID;NOEUD;VOIE;PK;TYPE
931;316;178;100083;Amont
932;316;2333;100083;Amont
933;316;178;100083;Aval
934;317;178;100188;Amont
935;317;2334;100188;Aval
936;317;178;100188;Aval
937;318;194;183423;Amont
938;318;2374;183423;Amont
939;318;194;183423;Aval
940;319;2384;7059;Amont
941;319;2390;7059;Aval
942;319;2384;7059;Aval
943;320;179;11113;Amont
944;320;2319;11113;Amont
945;320;179;11113;Aval
946;321;179;11158;Amont
947;321;1348;250385;Amont
948;321;179;11158;Aval
949;322;2385;30538;Amont
950;322;2388;30538;Aval
951;322;2385;30538;Aval
952;323;2385;31608;Amont
953;323;2398;31608;Aval
954;323;2385;31608;Aval
955;324;179;114268;Amont
956;324;3410;287559;Amont
957;324;179;114268;Aval
958;325;178;12190;Amont
959;325;2308;12190;Amont
960;325;178;12190;Aval
961;326;178;12215;Amont
962;326;2321;12215;Aval
963;326;178;12215;Aval
964;327;193;38621;Amont
965;327;9237;38621;Amont
966;327;193;38621;Aval
967;328;193;38698;Amont
968;328;2341;38698;Aval
969;328;193;38698;Aval
970;329;1309;3195;Amont
971;329;2391;3195;Amont
972;329;1309;3195;Aval
973;330;1309;3235;Amont
974;330;2392;3235;Aval
975;330;1309;3235;Aval
976;331;193;183059;Amont
977;331;2373;183059;Amont
978;331;193;183059;Aval
979;332;193;183136;Amont
980;332;2374;183136;Aval
981;332;193;183136;Aval
982;333;178;81121;Amont
983;333;2330;81121;Amont
984;333;178;81121;Aval
985;334;178;81221;Amont
986;334;2331;81221;Aval
987;334;178;81221;Aval
988;335;178;81378;Amont
989;335;2332;81378;Aval
990;335;178;81378;Aval
991;336;1308;8011;Amont
992;336;2381;8011;Amont
993;336;1308;8011;Aval
994;337;1308;8051;Amont
995;337;2394;8051;Aval
996;337;1308;8051;Aval
997;338;194;18308;Amont
998;338;9239;18308;Amont
999;338;194;18308;Aval
1000;339;193;59394;Amont
1001;339;2354;59394;Amont
1002;339;193;59394;Aval
1003;340;193;59494;Amont
1004;340;2355;59494;Aval
1005;340;193;59494;Aval
1006;341;178;56860;Amont
1007;341;2328;56860;Amont
1008;341;178;56860;Aval
1009;342;178;56937;Amont
1010;342;2329;56937;Aval
1011;342;178;56937;Aval
1012;343;194;167853;Amont
1013;343;2370;167853;Amont
1014;343;194;167853;Aval
1015;344;193;7298;Amont
1016;344;9242;7298;Amont
1017;344;193;7298;Aval
1018;345;193;7398;Amont
1019;345;9243;7398;Aval
1020;345;193;7398;Aval
1021;346;178;31351;Amont
1022;346;8621;31351;Amont
1023;346;178;31351;Aval
1024;347;178;31507;Amont
1025;347;2324;31507;Amont
1026;347;178;31507;Aval
1027;348;178;31607;Amont
1028;348;2325;31607;Aval
1029;348;178;31607;Aval
1030;349;2382;31654;Amont
1031;349;2399;31654;Aval
1032;349;2382;31654;Aval
1033;350;193;111469;Amont
1034;350;8777;111469;Amont
1035;350;193;111469;Aval
1036;351;193;111817;Amont
1037;351;2361;111817;Aval
1038;351;193;111817;Aval
1039;352;1309;26004;Amont
1040;352;2395;26004;Amont
1041;352;1309;26004;Aval
1042;353;1309;26091;Amont
1043;353;2396;26091;Aval
1044;353;1309;26091;Aval
1045;354;1309;26296;Amont
1046;354;34;26296;Aval
1047;354;1309;26296;Aval
1048;355;179;100475;Amont
1049;355;2334;100475;Amont
1050;355;179;100475;Aval
1051;356;179;31894;Amont
1052;356;2325;31894;Amont
1053;356;179;31894;Aval
1054;357;178;55789;Amont
1055;357;2326;55789;Amont
1056;357;178;55789;Aval
1057;358;178;55866;Amont
1058;358;2327;55866;Aval
1059;358;178;55866;Aval
1060;359;193;87746;Amont
1061;359;2358;87746;Amont
1062;359;193;87746;Aval
1063;360;193;87846;Amont
1064;360;2359;87846;Aval
1065;360;193;87846;Aval
1066;361;193;193933;Amont
1067;361;2375;193933;Amont
1068;361;193;193933;Aval
1069;362;193;194032;Amont
1070;362;2376;194032;Aval
1071;362;193;194032;Aval
1072;363;179;3591;Amont
1073;363;181;0;Aval
1074;363;179;3591;Aval
1075;364;194;13800;Amont
1076;364;1309;0;Amont
1077;364;194;13800;Aval
1078;365;1308;25731;Amont
1079;365;2395;25731;Aval
1080;365;1308;25731;Aval
1081;366;179;12190;Amont
1082;366;2309;12190;Amont
1083;366;179;12190;Aval
1084;367;179;12301;Amont
1085;367;2321;12301;Amont
1086;367;179;12301;Aval
1087;368;193;39692;Amont
1088;368;2341;39692;Amont
1089;368;193;39692;Aval
1090;369;193;39769;Amont
1091;369;9236;39769;Aval
1092;369;193;39769;Aval
1093;370;193;143463;Amont
1094;370;2366;143463;Amont
1095;370;193;143463;Aval
1096;371;193;143540;Amont
1097;371;2367;143540;Aval
1098;371;193;143540;Aval
1099;372;1309;30477;Amont
1100;372;2385;30477;Aval
1101;372;1309;30477;Aval
1102;373;863;455080;Amont
1103;373;16;455080;Amont
1104;373;863;455080;Aval
1105;374;863;455237;Amont
1106;374;6615;455237;Amont
1107;374;863;455237;Aval
1108;375;863;455337;Amont
1109;375;6616;455337;Aval
1110;375;863;455337;Aval
1111;376;194;88133;Amont
1112;376;2359;88133;Amont
1113;376;194;88133;Aval
1114;377;179;81508;Amont
1115;377;2331;81508;Amont
1116;377;179;81508;Aval
1117;378;863;476747;Amont
1118;378;1474;476747;Amont
1119;378;863;476747;Aval
1120;379;863;476825;Amont
1121;379;6618;476825;Aval
1122;379;863;476825;Aval
1123;380;863;475676;Amont
1124;380;6617;475676;Amont
1125;380;863;475676;Aval
1126;381;863;475754;Amont
1127;381;1474;475754;Aval
1128;381;863;475754;Aval
1129;382;178;14758;Amont
1130;382;2322;14758;Amont
1131;382;178;14758;Aval
1132;383;179;16973;Amont
1133;383;2323;16973;Amont
1134;383;179;16973;Aval
1135;384;193;17921;Amont
1136;384;9238;17921;Amont
1137;384;193;17921;Aval
1138;385;193;18021;Amont
1139;385;9239;18021;Aval
1140;385;193;18021;Aval
1141;386;193;161936;Amont
1142;386;199;1268;Amont
1143;386;193;161936;Aval
1144;387;193;162021;Amont
1145;387;2368;162021;Aval
1146;387;193;162021;Aval
1147;388;178;16746;Amont
1148;388;3209;10125;Amont
1149;388;178;16746;Aval
1150;389;178;16756;Amont
1151;389;2323;16756;Aval
1152;389;178;16756;Aval
1153;390;194;51805;Amont
1154;390;195;0;Aval
1155;390;194;51805;Aval
1156;391;1308;43650;Amont
1157;391;2403;43650;Aval
1158;391;1308;43650;Aval
1159;392;864;455624;Amont
1160;392;6616;455624;Amont
1161;392;864;455624;Aval
1162;393;864;477112;Amont
1163;393;6618;477112;Amont
1164;393;864;477112;Aval
1165;394;194;128418;Amont
1166;394;2363;128418;Amont
1167;394;194;128418;Aval
1168;395;194;59780;Amont
1169;395;2355;59781;Amont
1170;395;194;59780;Aval
1171;396;1308;18778;Amont
1172;396;8798;0;Aval
1173;396;1308;18778;Aval
1174;397;194;112104;Amont
1175;397;2361;112104;Amont
1176;397;194;112104;Aval
1177;398;194;40056;Amont
1178;398;9236;40056;Amont
1179;398;194;40056;Aval
1180;399;864;428258;Amont
1181;399;6614;428258;Amont
1182;399;864;428258;Aval
1183;400;194;7685;Amont
1184;400;9243;7685;Amont
1185;400;194;7685;Aval
1186;401;194;194319;Amont
1187;401;2376;194319;Amont
1188;401;194;194319;Aval
1189;402;178;3711;Amont
1190;402;180;0;Aval
1191;402;178;3711;Aval
1192;403;194;111469;Amont
1193;403;2345;111469;Amont
1194;403;194;111469;Aval
1195;404;9467;249400;Amont
1196;404;29;249400;Amont
1197;404;9467;249400;Aval
1198;405;2308;11361;Amont
1199;405;2310;11361;Aval
1200;405;2308;11361;Aval
1201;406;2309;11361;Amont
1202;406;2311;11361;Aval
1203;406;2309;11361;Aval
1204;407;1348;250297;Amont
1205;407;1348;250297;Aval
1206;408;2308;12122;Amont
1207;408;2310;12122;Amont
1208;408;2308;12122;Aval
1209;409;2309;12122;Amont
1210;409;2311;12122;Amont
1211;409;2309;12122;Aval
1212;410;2312;31213;Amont
1213;410;61;31213;Aval
1214;410;8621;31213;Aval
1215;411;195;220;Amont
1216;411;195;220;Aval
1217;412;2346;74870;Amont
1218;412;2346;74870;Aval
1219;413;196;118;Amont
1220;413;196;118;Aval
1221;414;2382;30697;Amont
1222;414;2397;30697;Aval
1223;414;2382;30697;Aval
1224;415;2381;7915;Amont
1225;415;2387;7915;Amont
1226;415;2381;7915;Aval
1227;416;2384;7915;Amont
1228;416;2390;7915;Amont
1229;416;2384;7915;Aval
1230;417;2381;7059;Amont
1231;417;2387;7059;Aval
1232;417;2381;7059;Aval
1233;418;864;313564;Amont
1234;418;6601;313564;Amont
1235;418;864;313564;Aval
1236;419;864;313639;Amont
1237;419;6602;313639;Aval
1238;419;864;313639;Aval
1239;420;864;331732;Amont
1240;420;6603;331732;Amont
1241;420;864;331732;Aval
1242;421;511;217688;Amont
1243;421;521;217688;Amont
1244;421;511;217688;Aval
1245;422;511;217733;Amont
1246;422;4445;217733;Aval
1247;422;511;217733;Aval
1248;423;863;1891;Amont
1249;423;6573;1891;Aval
1250;423;863;1891;Aval
1251;424;893;7774;Amont
1252;424;6697;7774;Aval
1253;424;893;7774;Aval
1254;425;864;292997;Amont
1255;425;6599;292997;Amont
1256;425;864;292997;Aval
1257;426;864;293121;Amont
1258;426;6600;293121;Aval
1259;426;864;293121;Aval
1260;427;506;131989;Amont
1261;427;506;132000;Aval
1262;428;505;164062;Amont
1263;428;505;164060;Aval
1264;429;506;164062;Amont
1265;429;506;164060;Aval
1266;431;0;6387;Amont
1267;4568;9584;8896;Amont
1268;19798;505;179646;Amont
1269;19798;507;179646;Aval
1270;19799;506;179321;Amont
1271;1054;9884;82138;Amont
1272;433;194;75551;Amont
1273;433;2357;75551;Amont
1274;433;194;75551;Aval
1275;434;178;8069;Amont
1276;434;2317;8069;Aval
1277;434;178;8069;Aval
1278;435;178;9212;Amont
1279;435;9473;248429;Aval
1280;435;178;9212;Aval
1281;436;179;9752;Amont
1282;436;9467;248970;Aval
1283;436;179;9752;Aval
1284;437;178;10957;Amont
1285;437;2319;10957;Aval
1286;437;178;10957;Aval
1287;438;178;15275;Amont
1288;438;3206;8656;Aval
1289;438;178;15275;Aval
1290;439;179;31220;Amont
1291;439;2324;31220;Aval
1292;439;179;31220;Aval
1293;440;179;55502;Amont
1294;440;2326;55502;Aval
1295;440;179;55502;Aval
1296;441;179;58235;Amont
1297;441;182;0;Aval
1298;441;179;58235;Aval
1299;442;179;80834;Amont
1300;442;2330;80834;Aval
1301;442;179;80834;Aval
1302;443;179;99801;Amont
1303;443;2333;99801;Aval
1304;443;179;99801;Aval
1305;444;178;110715;Amont
1306;444;9371;110715;Aval
1307;444;178;110715;Aval
1308;445;178;112104;Amont
1309;445;2306;112104;Aval
1310;445;178;112104;Aval
1311;446;179;112104;Amont
1312;446;2307;112104;Aval
1313;446;179;112104;Aval
1314;447;179;110989;Amont
1315;447;9371;110989;Amont
1316;447;179;110989;Aval
1317;448;178;113187;Amont
1318;448;2306;113187;Amont
1319;448;178;113187;Aval
1320;449;178;114646;Amont
1321;449;3412;287128;Amont
1322;449;178;114646;Aval
1323;450;193;10688;Amont
1324;450;1306;0;Aval
1325;450;193;10688;Aval
1326;451;194;11192;Amont
1327;451;1307;0;Aval
1328;451;194;11192;Aval
1329;452;193;97813;Amont
1330;452;196;0;Aval
1331;452;193;97813;Aval
1332;453;194;110175;Amont
1333;453;2345;110175;Aval
1334;453;194;110175;Aval
1335;454;194;142105;Amont
1336;454;2364;142105;Aval
1337;454;194;142105;Aval
1338;455;193;148821;Amont
1339;455;197;0;Aval
1340;455;193;148821;Aval
1341;456;194;148094;Amont
1342;456;198;0;Aval
1343;456;194;148094;Aval
1344;457;179;114014;Amont
1345;457;184;114014;Amont
1346;457;179;114014;Aval
1347;458;179;114066;Amont
1348;458;9370;114066;Aval
1349;458;179;114066;Aval
1350;459;2341;39538;Amont
1351;459;36;39538;Aval
1352;459;2341;39538;Aval
1353;460;8777;111125;Amont
1354;460;38;111125;Aval
1355;460;8777;111125;Aval
1356;461;2342;143303;Amont
1357;461;2350;143303;Aval
1358;461;2366;143303;Aval
1359;462;2343;182905;Amont
1360;462;2351;182905;Aval
1361;462;2373;182905;Aval
1362;463;194;167179;Amont
1363;463;2369;167179;Aval
1364;463;194;167179;Aval
1365;464;194;181701;Amont
1366;464;2371;181701;Aval
1367;464;194;181701;Aval
1368;465;193;197941;Amont
1369;465;178;0;Aval
1370;465;193;197941;Aval
1371;466;194;197831;Amont
1372;466;179;0;Aval
1373;466;194;197831;Aval
1374;467;1306;1666;Amont
1375;467;1307;1098;Amont
1376;467;1306;1666;Aval
1377;468;1308;44283;Amont
1378;468;2404;44283;Amont
1379;468;1308;44283;Aval
1380;469;1308;32677;Amont
1381;469;2382;32677;Amont
1382;469;1308;32677;Aval
1383;470;2382;32200;Amont
1384;470;9244;32200;Amont
1385;470;2382;32200;Aval
1386;471;1309;32660;Amont
1387;471;2385;32660;Amont
1388;471;1309;32660;Aval
1389;472;2388;31816;Amont
1390;472;2398;31816;Amont
1391;472;2388;31816;Aval
1392;473;2388;31898;Amont
1393;473;2399;31898;Amont
1394;473;2388;31898;Aval
1395;4568;9584;8896;Aval
1396;4569;9666;8968;Amont
1397;4569;9666;8968;Aval
1398;432;2;9235;Aval
1399;474;2;9341;Amont
1400;432;9666;9235;Amont
1401;476;1474;476594;Amont
1402;476;14;476594;Aval
1403;476;1474;476594;Aval
1404;477;1308;6243;Amont
1405;477;2405;6243;Aval
1406;477;1308;6243;Aval
1407;478;179;14539;Amont
1408;478;2322;14539;Aval
1409;478;179;14539;Aval
1410;479;1308;23408;Amont
1411;479;8800;0;Amont
1412;479;1308;23408;Aval
1413;480;1309;22645;Amont
1414;480;8801;0;Amont
1415;480;1309;22645;Aval
1416;481;1309;8011;Amont
1417;481;2384;8011;Amont
1418;481;1309;8011;Aval
1419;482;1309;8212;Amont
1420;482;2394;8212;Amont
1421;482;1309;8212;Aval
1422;483;1309;6517;Amont
1423;483;2405;6517;Amont
1424;483;1309;6517;Aval
1425;484;1309;6603;Amont
1426;484;2393;6603;Aval
1427;484;1309;6603;Aval
1428;432;9666;9235;Aval
1429;474;9584;9341;Amont
1430;486;1309;6963;Amont
1431;486;2384;6963;Aval
1432;486;1309;6963;Aval
1433;474;9584;9341;Aval
1434;475;9645;9033;Amont
1435;488;2305;56706;Amont
1436;488;2328;56706;Aval
1437;488;2305;56706;Aval
1438;475;9645;9033;Aval
1439;489;183;285331;Aval
1440;475;30;9033;Aval
1441;490;1308;2616;Amont
1442;490;1308;1899;Aval
1443;491;1309;18778;Amont
1444;491;8799;0;Aval
1445;491;1309;18778;Aval
1446;492;8451;556540;Amont
1447;492;9;556540;Amont
1448;492;8451;556540;Aval
1449;493;8450;494982;Amont
1450;493;8450;494982;Aval
1451;494;8446;495170;Amont
1452;494;44;495170;Amont
1453;494;8446;495170;Aval
1454;495;8452;595679;Amont
1455;495;7;595679;Amont
1456;495;8452;595679;Aval
1457;496;8458;5170;Amont
1458;496;8461;0;Aval
1459;496;8458;5170;Aval
1460;497;8459;5170;Amont
1461;497;8460;0;Aval
1462;497;8459;5170;Aval
1463;485;9666;9141;Amont
1464;485;9666;9141;Aval
1465;499;8459;29610;Amont
1466;19610;8445;0;Aval
1467;485;30;9141;Amont
1468;19576;9494;1276;Amont
1469;487;9771;60877;Amont
1470;487;9771;60877;Aval
1471;501;961;83067;Amont
1472;681;9818;60700;Amont
1473;502;8446;496163;Amont
1474;502;12;496163;Aval
1475;502;8446;496163;Aval
1476;503;8450;496167;Amont
1477;503;13;496167;Aval
1478;503;8450;496167;Aval
1479;504;8452;596401;Amont
1480;504;6;596401;Aval
1481;504;8452;596401;Aval
1482;505;8453;625490;Amont
1483;505;49;625490;Aval
1484;505;8453;625490;Aval
1485;506;8447;625576;Amont
1486;506;48;625576;Aval
1487;506;8447;625576;Aval
1488;507;8448;658096;Amont
1489;507;53;658096;Aval
1490;507;8448;658096;Aval
1491;508;8678;699465;Amont
1492;508;54;699465;Aval
1493;508;8678;699465;Aval
1494;509;8449;699465;Amont
1495;509;55;699465;Aval
1496;509;8449;699465;Aval
1497;510;8445;1194;Amont
1498;510;9494;1194;Aval
1499;510;8445;1194;Aval
1500;511;864;493427;Amont
1501;511;870;493427;Aval
1502;511;864;493427;Aval
1503;512;864;698082;Amont
1504;512;8759;698082;Aval
1505;512;864;698082;Aval
1506;513;863;555828;Amont
1507;513;8742;555828;Aval
1508;513;863;555828;Aval
1509;514;864;524529;Amont
1510;514;8454;0;Aval
1511;514;864;524529;Aval
1512;515;864;494611;Amont
1513;515;8450;494611;Aval
1514;515;864;494611;Aval
1515;516;863;577094;Amont
1516;516;8744;577094;Aval
1517;516;863;577094;Aval
1518;517;863;494510;Amont
1519;517;8736;494510;Amont
1520;517;863;494510;Aval
1521;518;863;494611;Amont
1522;518;8446;494611;Aval
1523;518;863;494611;Aval
1524;519;864;643592;Amont
1525;519;8753;643592;Aval
1526;519;864;643592;Aval
1527;520;864;577911;Amont
1528;520;8745;577911;Aval
1529;520;864;577911;Aval
1530;521;864;613004;Amont
1531;521;8749;613004;Aval
1532;521;864;613004;Aval
1533;522;864;624075;Amont
1534;522;8751;624075;Aval
1535;522;864;624075;Aval
1536;523;864;596553;Amont
1537;523;8452;596553;Amont
1538;523;864;596553;Aval
1539;524;864;596665;Amont
1540;524;8748;596665;Aval
1541;524;864;596665;Aval
1542;525;864;595342;Amont
1543;525;8747;595342;Amont
1544;525;864;595342;Aval
1545;526;864;595526;Amont
1546;526;8452;595526;Aval
1547;526;864;595526;Aval
1548;527;863;578412;Amont
1549;527;8455;0;Aval
1550;527;863;578412;Aval
1551;528;863;541376;Amont
1552;528;8740;541376;Amont
1553;528;863;541376;Aval
1554;529;863;541472;Amont
1555;529;8741;541472;Aval
1556;529;863;541472;Aval
1557;530;863;541668;Amont
1558;530;10;541668;Aval
1559;530;863;541668;Aval
1560;531;864;556128;Amont
1561;531;8742;556128;Amont
1562;531;864;556128;Aval
1563;532;864;556372;Amont
1564;532;8451;556372;Aval
1565;532;864;556372;Aval
1566;533;863;496602;Amont
1567;533;8446;496602;Amont
1568;533;863;496602;Aval
1569;534;863;496698;Amont
1570;534;8737;496698;Aval
1571;534;863;496698;Aval
1572;535;863;493427;Amont
1573;535;869;493427;Aval
1574;535;863;493427;Aval
1575;536;864;656737;Amont
1576;536;8755;656737;Aval
1577;536;864;656737;Aval
1578;537;8453;624835;Amont
1579;537;3;624835;Amont
1580;537;8453;624835;Aval
1581;538;8447;624748;Amont
1582;538;5;624748;Amont
1583;538;8447;624748;Aval
1584;539;8448;657374;Amont
1585;539;50;657374;Amont
1586;539;8448;657374;Aval
1587;540;8449;698815;Amont
1588;540;8449;698815;Aval
1589;541;8678;698815;Amont
1590;541;8678;698815;Aval
1591;542;863;643696;Amont
1592;542;51;643696;Amont
1593;542;863;643696;Aval
1594;543;863;643892;Amont
1595;543;8753;643892;Amont
1596;543;863;643892;Aval
1597;544;863;644074;Amont
1598;544;8754;644074;Aval
1599;544;863;644074;Aval
1600;545;864;541772;Amont
1601;545;8741;541772;Amont
1602;545;864;541772;Aval
1603;546;864;577393;Amont
1604;546;8744;577393;Amont
1605;546;864;577393;Aval
1606;547;8456;1160;Amont
1607;547;39;1160;Aval
1608;547;8456;1160;Aval
1609;548;864;496998;Amont
1610;548;8737;496998;Amont
1611;548;864;496998;Aval
1612;549;863;613108;Amont
1613;549;4;613108;Amont
1614;549;863;613108;Aval
1615;550;863;613304;Amont
1616;550;8749;613304;Amont
1617;550;863;613304;Aval
1618;551;863;613400;Amont
1619;551;8750;613400;Aval
1620;551;863;613400;Aval
1621;552;864;557399;Amont
1622;552;8451;557399;Amont
1623;552;864;557399;Aval
1624;553;864;557643;Amont
1625;553;8743;557643;Aval
1626;553;864;557643;Aval
1627;554;864;644374;Amont
1628;554;8754;644374;Amont
1629;554;864;644374;Aval
1630;555;864;625862;Amont
1631;555;8453;625862;Amont
1632;555;864;625862;Aval
1633;556;863;557943;Amont
1634;556;8743;557943;Amont
1635;556;863;557943;Aval
1636;557;863;652324;Amont
1637;557;8457;702;Amont
1638;557;863;652324;Aval
1639;558;863;698382;Amont
1640;558;8759;698382;Amont
1641;558;863;698382;Aval
1642;559;863;698469;Amont
1643;559;8449;698469;Aval
1644;559;863;698469;Aval
1645;560;864;496572;Amont
1646;560;8450;496572;Amont
1647;560;864;496572;Aval
1648;561;863;516253;Amont
1649;561;11;516253;Amont
1650;561;863;516253;Aval
1651;562;863;516658;Amont
1652;562;8738;516658;Amont
1653;562;863;516658;Aval
1654;563;863;516754;Amont
1655;563;8739;516754;Aval
1656;563;863;516754;Aval
1657;564;863;675119;Amont
1658;564;52;675119;Amont
1659;564;863;675119;Aval
1660;565;863;675315;Amont
1661;565;8757;675315;Amont
1662;565;863;675315;Aval
1663;566;863;675411;Amont
1664;566;8758;675411;Aval
1665;566;863;675411;Aval
1666;567;863;699810;Amont
1667;567;8449;699810;Amont
1668;567;863;699810;Aval
1669;568;863;699898;Amont
1670;568;8760;699898;Aval
1671;568;863;699898;Aval
1672;569;863;578210;Amont
1673;569;8745;578210;Amont
1674;569;863;578210;Aval
1675;570;863;581671;Amont
1676;570;8746;581671;Amont
1677;570;863;581671;Aval
1678;571;864;613700;Amont
1679;571;8750;613700;Amont
1680;571;864;613700;Aval
1681;572;864;581407;Amont
1682;572;8456;1614;Amont
1683;572;864;581407;Aval
1684;573;864;581544;Amont
1685;573;8746;581544;Aval
1686;573;864;581544;Aval
1687;574;863;624177;Amont
1688;574;8460;5325;Amont
1689;574;863;624177;Aval
1690;575;863;624375;Amont
1691;575;8751;624375;Amont
1692;575;863;624375;Aval
1693;576;863;624462;Amont
1694;576;8447;624462;Aval
1695;576;863;624462;Aval
1696;577;863;658249;Amont
1697;577;8448;658249;Amont
1698;577;863;658249;Aval
1699;578;863;658361;Amont
1700;578;8756;658361;Aval
1701;578;863;658361;Aval
1702;579;864;628475;Amont
1703;579;8752;628475;Amont
1704;579;864;628475;Aval
1705;580;864;700197;Amont
1706;580;8760;700197;Amont
1707;580;864;700197;Aval
1708;581;864;517054;Amont
1709;581;8739;517054;Amont
1710;581;864;517054;Aval
1711;582;864;699810;Amont
1712;582;8678;699810;Amont
1713;582;864;699810;Aval
1714;583;864;623988;Amont
1715;583;8461;5136;Amont
1716;583;864;623988;Aval
1717;584;864;675711;Amont
1718;584;8758;675711;Amont
1719;584;864;675711;Aval
1720;585;863;596965;Amont
1721;585;8748;596965;Amont
1722;585;863;596965;Aval
1723;586;864;658661;Amont
1724;586;8756;658661;Amont
1725;586;864;658661;Aval
1726;587;8454;132;Amont
1727;587;8454;132;Aval
1728;19633;9790;147514;Amont
1729;19633;9790;147514;Aval
1730;498;9815;60855;Amont
1731;589;863;625862;Amont
1732;589;8447;625862;Amont
1733;589;863;625862;Aval
1734;590;864;494224;Amont
1735;590;8736;494224;Aval
1736;590;864;494224;Aval
1737;591;864;516358;Amont
1738;591;8738;516358;Aval
1739;591;864;516358;Aval
1740;592;864;541076;Amont
1741;592;8740;541076;Aval
1742;592;864;541076;Aval
1743;593;864;675015;Amont
1744;593;8757;675015;Aval
1745;593;864;675015;Aval
1746;594;863;595042;Amont
1747;594;8747;595042;Aval
1748;594;863;595042;Aval
1749;595;863;617742;Amont
1750;595;8458;0;Aval
1751;595;863;617742;Aval
1752;596;864;618746;Amont
1753;596;8459;1022;Aval
1754;596;864;618746;Aval
1755;597;864;624462;Amont
1756;597;8453;624462;Aval
1757;597;864;624462;Aval
1758;598;863;628175;Amont
1759;598;8752;628175;Aval
1760;598;863;628175;Aval
1761;599;864;698469;Amont
1762;599;8678;698469;Aval
